item_topic,source_topic,age_segment,dt,visits
Общество,Деньги,45+,2019-09-24 18:57:00,2
Общество,Деньги,45+,2019-09-24 18:58:00,3
Общество,Деньги,45+,2019-09-24 18:59:00,7
Общество,Деньги,45+,2019-09-24 19:00:00,1
Общество,Дети,18-25,2019-09-24 18:28:00,2
Общество,Дети,18-25,2019-09-24 18:29:00,2
Общество,Дети,18-25,2019-09-24 18:30:00,3
Общество,Дети,18-25,2019-09-24 18:31:00,6
Общество,Дети,18-25,2019-09-24 18:32:00,2
Общество,Дети,18-25,2019-09-24 18:33:00,2
Общество,Дети,18-25,2019-09-24 18:53:00,2
Общество,Дети,18-25,2019-09-24 18:54:00,19
Общество,Дети,18-25,2019-09-24 18:55:00,54
Общество,Дети,18-25,2019-09-24 18:56:00,83
Общество,Дети,18-25,2019-09-24 18:57:00,72
Общество,Дети,18-25,2019-09-24 18:58:00,66
Общество,Дети,18-25,2019-09-24 18:59:00,84
Общество,Дети,18-25,2019-09-24 19:00:00,18
Общество,Дети,26-30,2019-09-24 18:30:00,2
Общество,Дети,26-30,2019-09-24 18:31:00,1
Общество,Дети,26-30,2019-09-24 18:35:00,1
Общество,Дети,26-30,2019-09-24 18:52:00,1
Общество,Дети,26-30,2019-09-24 18:53:00,1
Общество,Дети,26-30,2019-09-24 18:54:00,8
Общество,Дети,26-30,2019-09-24 18:55:00,20
Общество,Дети,26-30,2019-09-24 18:56:00,32
Общество,Дети,26-30,2019-09-24 18:57:00,42
Общество,Дети,26-30,2019-09-24 18:58:00,39
Общество,Дети,26-30,2019-09-24 18:59:00,35
Общество,Дети,26-30,2019-09-24 19:00:00,14
Общество,Дети,31-35,2019-09-24 18:29:00,2
Общество,Дети,31-35,2019-09-24 18:30:00,5
Общество,Дети,31-35,2019-09-24 18:31:00,2
Общество,Дети,31-35,2019-09-24 18:32:00,2
Общество,Дети,31-35,2019-09-24 18:54:00,13
Общество,Дети,31-35,2019-09-24 18:55:00,20
Общество,Дети,31-35,2019-09-24 18:56:00,26
Общество,Дети,31-35,2019-09-24 18:57:00,43
Общество,Дети,31-35,2019-09-24 18:58:00,41
Общество,Дети,31-35,2019-09-24 18:59:00,35
Общество,Дети,31-35,2019-09-24 19:00:00,10
Общество,Дети,36-40,2019-09-24 18:29:00,1
Общество,Дети,36-40,2019-09-24 18:31:00,2
Общество,Дети,36-40,2019-09-24 18:32:00,2
Общество,Дети,36-40,2019-09-24 18:33:00,4
Общество,Дети,36-40,2019-09-24 18:34:00,1
Общество,Дети,36-40,2019-09-24 18:53:00,2
Общество,Дети,36-40,2019-09-24 18:54:00,5
Общество,Дети,36-40,2019-09-24 18:55:00,9
Общество,Дети,36-40,2019-09-24 18:56:00,26
Общество,Дети,36-40,2019-09-24 18:57:00,22
Общество,Дети,36-40,2019-09-24 18:58:00,21
Общество,Дети,36-40,2019-09-24 18:59:00,16
Общество,Дети,36-40,2019-09-24 19:00:00,7
Общество,Дети,41-45,2019-09-24 18:30:00,1
Общество,Дети,41-45,2019-09-24 18:33:00,1
Общество,Дети,41-45,2019-09-24 18:54:00,2
Общество,Дети,41-45,2019-09-24 18:55:00,1
Общество,Дети,41-45,2019-09-24 18:56:00,15
Общество,Дети,41-45,2019-09-24 18:57:00,8
Общество,Дети,41-45,2019-09-24 18:58:00,12
Общество,Дети,41-45,2019-09-24 18:59:00,9
Общество,Дети,45+,2019-09-24 18:31:00,1
Общество,Дети,45+,2019-09-24 18:53:00,1
Общество,Дети,45+,2019-09-24 18:54:00,3
Общество,Дети,45+,2019-09-24 18:55:00,7
Общество,Дети,45+,2019-09-24 18:56:00,4
Общество,Дети,45+,2019-09-24 18:57:00,4
Общество,Дети,45+,2019-09-24 18:58:00,3
Общество,Дети,45+,2019-09-24 18:59:00,7
Общество,Еда,18-25,2019-09-24 18:33:00,1
Общество,Еда,18-25,2019-09-24 18:54:00,5
Общество,Еда,18-25,2019-09-24 18:55:00,5
Общество,Еда,18-25,2019-09-24 18:56:00,19
Общество,Еда,18-25,2019-09-24 18:57:00,18
Общество,Еда,18-25,2019-09-24 18:58:00,16
Общество,Еда,18-25,2019-09-24 18:59:00,15
Общество,Еда,18-25,2019-09-24 19:00:00,8
Общество,Еда,26-30,2019-09-24 18:54:00,2
Общество,Еда,26-30,2019-09-24 18:56:00,6
Общество,Еда,26-30,2019-09-24 18:57:00,5
Общество,Еда,26-30,2019-09-24 18:58:00,5
Общество,Еда,26-30,2019-09-24 18:59:00,4
Общество,Еда,26-30,2019-09-24 19:00:00,3
Общество,Еда,31-35,2019-09-24 18:30:00,1
Общество,Еда,31-35,2019-09-24 18:31:00,1
Общество,Еда,31-35,2019-09-24 18:55:00,1
Общество,Еда,31-35,2019-09-24 18:56:00,2
Общество,Еда,31-35,2019-09-24 18:57:00,5
Общество,Еда,31-35,2019-09-24 18:58:00,7
Общество,Еда,31-35,2019-09-24 18:59:00,3
Общество,Еда,36-40,2019-09-24 18:28:00,1
Общество,Еда,36-40,2019-09-24 18:54:00,1
Общество,Еда,36-40,2019-09-24 18:55:00,1
Общество,Еда,36-40,2019-09-24 18:56:00,6
Общество,Еда,36-40,2019-09-24 18:57:00,3
Общество,Еда,36-40,2019-09-24 18:58:00,1
Общество,Еда,36-40,2019-09-24 18:59:00,3
Общество,Еда,36-40,2019-09-24 19:00:00,1
Общество,Еда,41-45,2019-09-24 18:29:00,1
Общество,Еда,41-45,2019-09-24 18:54:00,1
Общество,Еда,41-45,2019-09-24 18:57:00,1
Общество,Еда,41-45,2019-09-24 18:58:00,1
Общество,Еда,41-45,2019-09-24 18:59:00,3
Общество,Еда,45+,2019-09-24 18:56:00,1
Общество,Еда,45+,2019-09-24 18:57:00,1
Общество,Еда,45+,2019-09-24 18:58:00,1
Общество,Еда,45+,2019-09-24 18:59:00,1
Общество,Здоровье,18-25,2019-09-24 18:28:00,1
Общество,Здоровье,18-25,2019-09-24 18:29:00,3
Общество,Здоровье,18-25,2019-09-24 18:30:00,3
Общество,Здоровье,18-25,2019-09-24 18:31:00,8
Общество,Здоровье,18-25,2019-09-24 18:32:00,5
Общество,Здоровье,18-25,2019-09-24 18:33:00,2
Общество,Здоровье,18-25,2019-09-24 18:34:00,2
Общество,Здоровье,18-25,2019-09-24 18:52:00,1
Общество,Здоровье,18-25,2019-09-24 18:53:00,5
Общество,Здоровье,18-25,2019-09-24 18:54:00,32
Общество,Здоровье,18-25,2019-09-24 18:55:00,61
Общество,Здоровье,18-25,2019-09-24 18:56:00,106
Общество,Здоровье,18-25,2019-09-24 18:57:00,89
Общество,Здоровье,18-25,2019-09-24 18:58:00,118
Общество,Здоровье,18-25,2019-09-24 18:59:00,94
Общество,Здоровье,18-25,2019-09-24 19:00:00,38
Общество,Здоровье,26-30,2019-09-24 18:28:00,3
Общество,Здоровье,26-30,2019-09-24 18:30:00,6
Общество,Здоровье,26-30,2019-09-24 18:31:00,1
Общество,Здоровье,26-30,2019-09-24 18:32:00,2
Общество,Здоровье,26-30,2019-09-24 18:33:00,1
Общество,Здоровье,26-30,2019-09-24 18:53:00,3
Общество,Здоровье,26-30,2019-09-24 18:54:00,3
Общество,Здоровье,26-30,2019-09-24 18:55:00,27
Общество,Здоровье,26-30,2019-09-24 18:56:00,42
Общество,Здоровье,26-30,2019-09-24 18:57:00,40
Общество,Здоровье,26-30,2019-09-24 18:58:00,49
Общество,Здоровье,26-30,2019-09-24 18:59:00,39
Общество,Здоровье,26-30,2019-09-24 19:00:00,9
Общество,Здоровье,31-35,2019-09-24 18:31:00,2
Общество,Здоровье,31-35,2019-09-24 18:33:00,1
Общество,Здоровье,31-35,2019-09-24 18:52:00,2
Общество,Здоровье,31-35,2019-09-24 18:54:00,5
Общество,Здоровье,31-35,2019-09-24 18:55:00,15
Общество,Здоровье,31-35,2019-09-24 18:56:00,27
Общество,Здоровье,31-35,2019-09-24 18:57:00,36
Общество,Здоровье,31-35,2019-09-24 18:58:00,39
Общество,Здоровье,31-35,2019-09-24 18:59:00,42
Общество,Здоровье,31-35,2019-09-24 19:00:00,13
Общество,Здоровье,36-40,2019-09-24 18:29:00,1
Общество,Здоровье,36-40,2019-09-24 18:31:00,4
Общество,Здоровье,36-40,2019-09-24 18:32:00,1
Общество,Здоровье,36-40,2019-09-24 18:33:00,1
Общество,Здоровье,36-40,2019-09-24 18:34:00,1
Общество,Здоровье,36-40,2019-09-24 18:53:00,1
Общество,Здоровье,36-40,2019-09-24 18:54:00,11
Общество,Здоровье,36-40,2019-09-24 18:55:00,11
Общество,Здоровье,36-40,2019-09-24 18:56:00,24
Общество,Здоровье,36-40,2019-09-24 18:57:00,20
Общество,Здоровье,36-40,2019-09-24 18:58:00,15
Общество,Здоровье,36-40,2019-09-24 18:59:00,27
Общество,Здоровье,36-40,2019-09-24 19:00:00,7
Общество,Здоровье,41-45,2019-09-24 18:30:00,1
Общество,Здоровье,41-45,2019-09-24 18:33:00,1
Общество,Здоровье,41-45,2019-09-24 18:53:00,3
Общество,Здоровье,41-45,2019-09-24 18:54:00,2
Общество,Здоровье,41-45,2019-09-24 18:55:00,7
Общество,Здоровье,41-45,2019-09-24 18:56:00,8
Общество,Здоровье,41-45,2019-09-24 18:57:00,8
Общество,Здоровье,41-45,2019-09-24 18:58:00,11
Общество,Здоровье,41-45,2019-09-24 18:59:00,5
Общество,Здоровье,41-45,2019-09-24 19:00:00,2
Общество,Здоровье,45+,2019-09-24 18:29:00,2
Общество,Здоровье,45+,2019-09-24 18:54:00,2
Общество,Здоровье,45+,2019-09-24 18:55:00,1
Общество,Здоровье,45+,2019-09-24 18:56:00,3
Общество,Здоровье,45+,2019-09-24 18:57:00,11
Общество,Здоровье,45+,2019-09-24 18:58:00,10
Общество,Здоровье,45+,2019-09-24 18:59:00,4
Общество,Здоровье,45+,2019-09-24 19:00:00,1
Общество,Знаменитости,18-25,2019-09-24 18:28:00,1
Общество,Знаменитости,18-25,2019-09-24 18:29:00,2
Общество,Знаменитости,18-25,2019-09-24 18:30:00,2
Общество,Знаменитости,18-25,2019-09-24 18:31:00,1
Общество,Знаменитости,18-25,2019-09-24 18:32:00,7
Общество,Знаменитости,18-25,2019-09-24 18:35:00,1
Общество,Знаменитости,18-25,2019-09-24 18:53:00,4
Общество,Знаменитости,18-25,2019-09-24 18:54:00,20
Общество,Знаменитости,18-25,2019-09-24 18:55:00,29
Общество,Знаменитости,18-25,2019-09-24 18:56:00,56
Общество,Знаменитости,18-25,2019-09-24 18:57:00,56
Общество,Знаменитости,18-25,2019-09-24 18:58:00,68
Общество,Знаменитости,18-25,2019-09-24 18:59:00,54
Общество,Знаменитости,18-25,2019-09-24 19:00:00,18
Общество,Знаменитости,26-30,2019-09-24 18:29:00,1
Общество,Знаменитости,26-30,2019-09-24 18:30:00,2
Общество,Знаменитости,26-30,2019-09-24 18:31:00,3
Общество,Знаменитости,26-30,2019-09-24 18:32:00,2
Общество,Знаменитости,26-30,2019-09-24 18:52:00,1
Общество,Знаменитости,26-30,2019-09-24 18:53:00,2
Общество,Знаменитости,26-30,2019-09-24 18:54:00,10
Общество,Знаменитости,26-30,2019-09-24 18:55:00,17
Общество,Знаменитости,26-30,2019-09-24 18:56:00,24
Общество,Знаменитости,26-30,2019-09-24 18:57:00,31
Общество,Знаменитости,26-30,2019-09-24 18:58:00,32
Общество,Знаменитости,26-30,2019-09-24 18:59:00,28
Общество,Знаменитости,26-30,2019-09-24 19:00:00,8
Общество,Знаменитости,31-35,2019-09-24 18:28:00,1
Общество,Знаменитости,31-35,2019-09-24 18:31:00,2
Общество,Знаменитости,31-35,2019-09-24 18:32:00,1
Общество,Знаменитости,31-35,2019-09-24 18:52:00,1
Общество,Знаменитости,31-35,2019-09-24 18:53:00,3
Общество,Знаменитости,31-35,2019-09-24 18:54:00,5
Общество,Знаменитости,31-35,2019-09-24 18:55:00,15
Общество,Знаменитости,31-35,2019-09-24 18:56:00,29
Общество,Знаменитости,31-35,2019-09-24 18:57:00,32
Общество,Знаменитости,31-35,2019-09-24 18:58:00,19
Общество,Знаменитости,31-35,2019-09-24 18:59:00,34
Общество,Знаменитости,31-35,2019-09-24 19:00:00,10
Общество,Знаменитости,36-40,2019-09-24 18:30:00,2
Общество,Знаменитости,36-40,2019-09-24 18:53:00,1
Общество,Знаменитости,36-40,2019-09-24 18:54:00,6
Общество,Знаменитости,36-40,2019-09-24 18:55:00,14
Общество,Знаменитости,36-40,2019-09-24 18:56:00,21
Общество,Знаменитости,36-40,2019-09-24 18:57:00,16
Общество,Знаменитости,36-40,2019-09-24 18:58:00,15
Общество,Знаменитости,36-40,2019-09-24 18:59:00,21
Общество,Знаменитости,36-40,2019-09-24 19:00:00,12
Общество,Знаменитости,41-45,2019-09-24 18:29:00,1
Общество,Знаменитости,41-45,2019-09-24 18:53:00,1
Общество,Знаменитости,41-45,2019-09-24 18:54:00,2
Общество,Знаменитости,41-45,2019-09-24 18:55:00,2
Общество,Знаменитости,41-45,2019-09-24 18:56:00,7
Общество,Знаменитости,41-45,2019-09-24 18:57:00,14
Общество,Знаменитости,41-45,2019-09-24 18:58:00,8
Общество,Знаменитости,41-45,2019-09-24 18:59:00,12
Общество,Знаменитости,41-45,2019-09-24 19:00:00,8
Общество,Знаменитости,45+,2019-09-24 18:54:00,1
Общество,Знаменитости,45+,2019-09-24 18:55:00,4
Общество,Знаменитости,45+,2019-09-24 18:56:00,7
Общество,Знаменитости,45+,2019-09-24 18:57:00,3
Общество,Знаменитости,45+,2019-09-24 18:58:00,8
Общество,Знаменитости,45+,2019-09-24 18:59:00,8
Общество,Знаменитости,45+,2019-09-24 19:00:00,3
Общество,Интерьеры,18-25,2019-09-24 18:55:00,3
Общество,Интерьеры,18-25,2019-09-24 18:56:00,6
Общество,Интерьеры,18-25,2019-09-24 18:57:00,4
Общество,Интерьеры,18-25,2019-09-24 18:58:00,7
Общество,Интерьеры,18-25,2019-09-24 18:59:00,8
Общество,Интерьеры,18-25,2019-09-24 19:00:00,1
Общество,Интерьеры,26-30,2019-09-24 18:56:00,2
Общество,Интерьеры,26-30,2019-09-24 18:57:00,1
Общество,Интерьеры,26-30,2019-09-24 18:58:00,5
Общество,Интерьеры,26-30,2019-09-24 18:59:00,5
Общество,Интерьеры,26-30,2019-09-24 19:00:00,3
Общество,Интерьеры,31-35,2019-09-24 18:55:00,4
Общество,Интерьеры,31-35,2019-09-24 18:56:00,2
Общество,Интерьеры,31-35,2019-09-24 18:58:00,2
Общество,Интерьеры,31-35,2019-09-24 18:59:00,1
Общество,Интерьеры,36-40,2019-09-24 18:54:00,1
Общество,Интерьеры,36-40,2019-09-24 18:55:00,1
Общество,Интерьеры,36-40,2019-09-24 18:59:00,2
Общество,Интерьеры,36-40,2019-09-24 19:00:00,1
Общество,Интерьеры,41-45,2019-09-24 18:58:00,1
Общество,Интерьеры,41-45,2019-09-24 18:59:00,2
Общество,Интерьеры,45+,2019-09-24 18:56:00,1
Общество,Интерьеры,45+,2019-09-24 18:57:00,1
Общество,Искусство,18-25,2019-09-24 18:31:00,1
Общество,Искусство,18-25,2019-09-24 18:32:00,1
Общество,Искусство,18-25,2019-09-24 18:52:00,1
Общество,Искусство,18-25,2019-09-24 18:54:00,6
Общество,Искусство,18-25,2019-09-24 18:55:00,15
Общество,Искусство,18-25,2019-09-24 18:56:00,19
Общество,Искусство,18-25,2019-09-24 18:57:00,18
Общество,Искусство,18-25,2019-09-24 18:58:00,13
Общество,Искусство,18-25,2019-09-24 18:59:00,12
Общество,Искусство,18-25,2019-09-24 19:00:00,2
Общество,Искусство,26-30,2019-09-24 18:54:00,3
Общество,Искусство,26-30,2019-09-24 18:55:00,9
Общество,Искусство,26-30,2019-09-24 18:56:00,11
Общество,Искусство,26-30,2019-09-24 18:57:00,7
Общество,Искусство,26-30,2019-09-24 18:58:00,11
Общество,Искусство,26-30,2019-09-24 18:59:00,9
Общество,Искусство,26-30,2019-09-24 19:00:00,1
Общество,Искусство,31-35,2019-09-24 18:30:00,1
Общество,Искусство,31-35,2019-09-24 18:33:00,1
Общество,Искусство,31-35,2019-09-24 18:55:00,1
Общество,Искусство,31-35,2019-09-24 18:56:00,9
Общество,Искусство,31-35,2019-09-24 18:57:00,4
Общество,Искусство,31-35,2019-09-24 18:58:00,7
Общество,Искусство,31-35,2019-09-24 18:59:00,5
Общество,Искусство,31-35,2019-09-24 19:00:00,3
Общество,Искусство,36-40,2019-09-24 18:32:00,1
Общество,Искусство,36-40,2019-09-24 18:55:00,4
Общество,Искусство,36-40,2019-09-24 18:56:00,8
Общество,Искусство,36-40,2019-09-24 18:57:00,4
Общество,Искусство,36-40,2019-09-24 18:58:00,4
Общество,Искусство,36-40,2019-09-24 18:59:00,4
Общество,Искусство,41-45,2019-09-24 18:33:00,2
Общество,Искусство,41-45,2019-09-24 18:55:00,2
Общество,Искусство,41-45,2019-09-24 18:56:00,2
Общество,Искусство,41-45,2019-09-24 18:57:00,3
Общество,Искусство,41-45,2019-09-24 18:58:00,1
Общество,Искусство,41-45,2019-09-24 18:59:00,3
Общество,Искусство,41-45,2019-09-24 19:00:00,1
Общество,Искусство,45+,2019-09-24 18:54:00,1
Общество,Искусство,45+,2019-09-24 18:55:00,2
Общество,Искусство,45+,2019-09-24 18:56:00,3
Общество,Искусство,45+,2019-09-24 18:57:00,2
Общество,Искусство,45+,2019-09-24 18:58:00,1
Общество,История,18-25,2019-09-24 18:28:00,2
Общество,История,18-25,2019-09-24 18:29:00,3
Общество,История,18-25,2019-09-24 18:30:00,3
Общество,История,18-25,2019-09-24 18:31:00,5
Общество,История,18-25,2019-09-24 18:32:00,8
Общество,История,18-25,2019-09-24 18:33:00,3
Общество,История,18-25,2019-09-24 18:34:00,1
Общество,История,18-25,2019-09-24 18:52:00,5
Общество,История,18-25,2019-09-24 18:53:00,1
Общество,История,18-25,2019-09-24 18:54:00,32
Общество,История,18-25,2019-09-24 18:55:00,72
Общество,История,18-25,2019-09-24 18:56:00,74
Общество,История,18-25,2019-09-24 18:57:00,102
Общество,История,18-25,2019-09-24 18:58:00,92
Общество,История,18-25,2019-09-24 18:59:00,81
Общество,История,18-25,2019-09-24 19:00:00,32
Общество,История,26-30,2019-09-24 18:28:00,1
Общество,История,26-30,2019-09-24 18:29:00,2
Общество,История,26-30,2019-09-24 18:30:00,2
Общество,История,26-30,2019-09-24 18:31:00,1
Общество,История,26-30,2019-09-24 18:32:00,2
Общество,История,26-30,2019-09-24 18:34:00,1
Общество,История,26-30,2019-09-24 18:52:00,1
Общество,История,26-30,2019-09-24 18:53:00,1
Общество,История,26-30,2019-09-24 18:54:00,8
Общество,История,26-30,2019-09-24 18:55:00,14
Общество,История,26-30,2019-09-24 18:56:00,44
Общество,История,26-30,2019-09-24 18:57:00,37
Общество,История,26-30,2019-09-24 18:58:00,53
Общество,История,26-30,2019-09-24 18:59:00,36
Общество,История,26-30,2019-09-24 19:00:00,20
Общество,История,31-35,2019-09-24 18:29:00,3
Общество,История,31-35,2019-09-24 18:31:00,1
Общество,История,31-35,2019-09-24 18:33:00,1
Общество,История,31-35,2019-09-24 18:54:00,4
Общество,История,31-35,2019-09-24 18:55:00,23
Общество,История,31-35,2019-09-24 18:56:00,32
Общество,История,31-35,2019-09-24 18:57:00,41
Общество,История,31-35,2019-09-24 18:58:00,31
Общество,История,31-35,2019-09-24 18:59:00,24
Общество,История,31-35,2019-09-24 19:00:00,15
Общество,История,36-40,2019-09-24 18:30:00,1
Общество,История,36-40,2019-09-24 18:52:00,1
Общество,История,36-40,2019-09-24 18:54:00,6
Общество,История,36-40,2019-09-24 18:55:00,11
Общество,История,36-40,2019-09-24 18:56:00,23
Общество,История,36-40,2019-09-24 18:57:00,24
Общество,История,36-40,2019-09-24 18:58:00,20
Общество,История,36-40,2019-09-24 18:59:00,18
Общество,История,36-40,2019-09-24 19:00:00,6
Общество,История,41-45,2019-09-24 18:34:00,1
Общество,История,41-45,2019-09-24 18:53:00,2
Общество,История,41-45,2019-09-24 18:55:00,3
Общество,История,41-45,2019-09-24 18:56:00,8
Общество,История,41-45,2019-09-24 18:57:00,11
Общество,История,41-45,2019-09-24 18:58:00,16
Общество,История,41-45,2019-09-24 18:59:00,10
Общество,История,41-45,2019-09-24 19:00:00,1
Общество,История,45+,2019-09-24 18:53:00,1
Общество,История,45+,2019-09-24 18:54:00,3
Общество,История,45+,2019-09-24 18:55:00,3
Общество,История,45+,2019-09-24 18:56:00,10
Общество,История,45+,2019-09-24 18:57:00,10
Общество,История,45+,2019-09-24 18:58:00,5
Общество,История,45+,2019-09-24 18:59:00,5
Общество,История,45+,2019-09-24 19:00:00,3
Общество,Кино,18-25,2019-09-24 18:28:00,3
Общество,Кино,18-25,2019-09-24 18:29:00,1
Общество,Кино,18-25,2019-09-24 18:30:00,2
Общество,Кино,18-25,2019-09-24 18:31:00,2
Общество,Кино,18-25,2019-09-24 18:33:00,2
Общество,Кино,18-25,2019-09-24 18:52:00,1
Общество,Кино,18-25,2019-09-24 18:53:00,3
Общество,Кино,18-25,2019-09-24 18:54:00,14
Общество,Кино,18-25,2019-09-24 18:55:00,22
Общество,Кино,18-25,2019-09-24 18:56:00,47
Общество,Кино,18-25,2019-09-24 18:57:00,56
Общество,Кино,18-25,2019-09-24 18:58:00,52
Общество,Кино,18-25,2019-09-24 18:59:00,40
Общество,Кино,18-25,2019-09-24 19:00:00,13
Общество,Кино,26-30,2019-09-24 18:31:00,1
Общество,Кино,26-30,2019-09-24 18:34:00,1
Общество,Кино,26-30,2019-09-24 18:53:00,1
Общество,Кино,26-30,2019-09-24 18:54:00,7
Общество,Кино,26-30,2019-09-24 18:55:00,19
Общество,Кино,26-30,2019-09-24 18:56:00,19
Общество,Кино,26-30,2019-09-24 18:57:00,28
Общество,Кино,26-30,2019-09-24 18:58:00,23
Общество,Кино,26-30,2019-09-24 18:59:00,14
Общество,Кино,26-30,2019-09-24 19:00:00,6
Общество,Кино,31-35,2019-09-24 18:32:00,2
Общество,Кино,31-35,2019-09-24 18:52:00,1
Общество,Кино,31-35,2019-09-24 18:53:00,3
Общество,Кино,31-35,2019-09-24 18:54:00,4
Общество,Кино,31-35,2019-09-24 18:55:00,12
Общество,Кино,31-35,2019-09-24 18:56:00,12
Общество,Кино,31-35,2019-09-24 18:57:00,19
Общество,Кино,31-35,2019-09-24 18:58:00,17
Общество,Кино,31-35,2019-09-24 18:59:00,19
Общество,Кино,31-35,2019-09-24 19:00:00,5
Общество,Кино,36-40,2019-09-24 18:29:00,2
Общество,Кино,36-40,2019-09-24 18:53:00,2
Общество,Кино,36-40,2019-09-24 18:54:00,5
Общество,Кино,36-40,2019-09-24 18:55:00,5
Общество,Кино,36-40,2019-09-24 18:56:00,8
Общество,Кино,36-40,2019-09-24 18:57:00,8
Общество,Кино,36-40,2019-09-24 18:58:00,12
Общество,Кино,36-40,2019-09-24 18:59:00,8
Общество,Кино,36-40,2019-09-24 19:00:00,3
Общество,Кино,41-45,2019-09-24 18:29:00,1
Общество,Кино,41-45,2019-09-24 18:31:00,1
Общество,Кино,41-45,2019-09-24 18:54:00,3
Общество,Кино,41-45,2019-09-24 18:55:00,4
Общество,Кино,41-45,2019-09-24 18:56:00,4
Общество,Кино,41-45,2019-09-24 18:57:00,11
Общество,Кино,41-45,2019-09-24 18:58:00,9
Общество,Кино,41-45,2019-09-24 18:59:00,5
Общество,Кино,41-45,2019-09-24 19:00:00,1
Общество,Кино,45+,2019-09-24 18:53:00,1
Общество,Кино,45+,2019-09-24 18:56:00,7
Общество,Кино,45+,2019-09-24 18:58:00,6
Общество,Кино,45+,2019-09-24 18:59:00,1
Общество,Музыка,18-25,2019-09-24 18:31:00,2
Общество,Музыка,18-25,2019-09-24 18:54:00,6
Общество,Музыка,18-25,2019-09-24 18:55:00,6
Общество,Музыка,18-25,2019-09-24 18:56:00,8
Общество,Музыка,18-25,2019-09-24 18:57:00,9
Общество,Музыка,18-25,2019-09-24 18:58:00,8
Общество,Музыка,18-25,2019-09-24 18:59:00,4
Общество,Музыка,18-25,2019-09-24 19:00:00,3
Общество,Музыка,26-30,2019-09-24 18:56:00,1
Общество,Музыка,26-30,2019-09-24 18:57:00,5
Общество,Музыка,26-30,2019-09-24 18:58:00,8
Общество,Музыка,26-30,2019-09-24 18:59:00,1
Общество,Музыка,26-30,2019-09-24 19:00:00,1
Общество,Музыка,31-35,2019-09-24 18:55:00,2
Общество,Музыка,31-35,2019-09-24 18:56:00,1
Общество,Музыка,31-35,2019-09-24 18:57:00,3
Общество,Музыка,31-35,2019-09-24 18:58:00,3
Общество,Музыка,31-35,2019-09-24 18:59:00,3
Общество,Музыка,36-40,2019-09-24 18:58:00,1
Общество,Музыка,36-40,2019-09-24 18:59:00,3
Общество,Музыка,41-45,2019-09-24 18:56:00,1
Общество,Одежда,18-25,2019-09-24 18:29:00,1
Общество,Одежда,18-25,2019-09-24 18:30:00,3
Общество,Одежда,18-25,2019-09-24 18:31:00,2
Общество,Одежда,18-25,2019-09-24 18:32:00,3
Общество,Одежда,18-25,2019-09-24 18:54:00,1
Общество,Одежда,18-25,2019-09-24 18:55:00,8
Общество,Одежда,18-25,2019-09-24 18:56:00,13
Общество,Одежда,18-25,2019-09-24 18:57:00,21
Общество,Одежда,18-25,2019-09-24 18:58:00,23
Общество,Одежда,18-25,2019-09-24 18:59:00,19
Общество,Одежда,18-25,2019-09-24 19:00:00,4
Общество,Одежда,26-30,2019-09-24 18:28:00,1
Общество,Одежда,26-30,2019-09-24 18:32:00,1
Общество,Одежда,26-30,2019-09-24 18:34:00,1
Общество,Одежда,26-30,2019-09-24 18:52:00,1
Общество,Одежда,26-30,2019-09-24 18:53:00,1
Общество,Одежда,26-30,2019-09-24 18:54:00,5
Общество,Одежда,26-30,2019-09-24 18:55:00,7
Общество,Одежда,26-30,2019-09-24 18:56:00,10
Общество,Одежда,26-30,2019-09-24 18:57:00,19
Общество,Одежда,26-30,2019-09-24 18:58:00,9
Общество,Одежда,26-30,2019-09-24 18:59:00,9
Общество,Одежда,26-30,2019-09-24 19:00:00,7
Общество,Одежда,31-35,2019-09-24 18:34:00,1
Общество,Одежда,31-35,2019-09-24 18:54:00,3
Общество,Одежда,31-35,2019-09-24 18:55:00,12
Общество,Одежда,31-35,2019-09-24 18:56:00,12
Общество,Одежда,31-35,2019-09-24 18:57:00,17
Общество,Одежда,31-35,2019-09-24 18:58:00,23
Общество,Одежда,31-35,2019-09-24 18:59:00,13
Общество,Одежда,31-35,2019-09-24 19:00:00,5
Общество,Одежда,36-40,2019-09-24 18:30:00,1
Общество,Одежда,36-40,2019-09-24 18:52:00,1
Общество,Одежда,36-40,2019-09-24 18:54:00,3
Общество,Одежда,36-40,2019-09-24 18:55:00,11
Общество,Одежда,36-40,2019-09-24 18:56:00,11
Общество,Одежда,36-40,2019-09-24 18:57:00,10
Общество,Одежда,36-40,2019-09-24 18:58:00,16
Общество,Одежда,36-40,2019-09-24 18:59:00,13
Общество,Одежда,36-40,2019-09-24 19:00:00,2
Общество,Одежда,41-45,2019-09-24 18:31:00,1
Общество,Одежда,41-45,2019-09-24 18:32:00,1
Общество,Одежда,41-45,2019-09-24 18:55:00,1
Общество,Одежда,41-45,2019-09-24 18:56:00,5
Общество,Одежда,41-45,2019-09-24 18:57:00,1
Общество,Одежда,41-45,2019-09-24 18:58:00,1
Общество,Одежда,41-45,2019-09-24 18:59:00,6
Общество,Одежда,41-45,2019-09-24 19:00:00,1
Общество,Одежда,45+,2019-09-24 18:31:00,1
Общество,Одежда,45+,2019-09-24 18:33:00,1
Общество,Одежда,45+,2019-09-24 18:55:00,2
Общество,Одежда,45+,2019-09-24 18:56:00,2
Общество,Одежда,45+,2019-09-24 18:57:00,5
Общество,Одежда,45+,2019-09-24 18:58:00,2
